disgust,"Old man in hospital, hollow-cheeked, only one half of his nose  
and glass-eye, rattling breath.",
shame,"When my father came into the bathroom and saw me standing there  
naked.",
guilt,"I live with my boyfriend, we have a close relationship, I fell in  
love with another man.",
joy,When I met my girlfriend - I had not counted on that.,
fear,"One night I had a feeling that somebody was stealing my car,  
but I was too frightened to go and see.",
anger,"When we rearranged furniture in our flat and got stuck in a  
chair.",
sadness,A person died (not really a friend).,
disgust,"Several weeks ago, I had problems with friends, I felt disgusted  
by a friend.",
shame,"When I was a child, I thought that I had to be ashamed when  
asking and doing certain forbidden things.",
guilt,When quarreling with friends.,
joy,"In Southern Tyrol, I was gathering apples, it was a fine day, I  
was not thinking about anything, I felt an overwhelming joy.",
fear,"My girlfriend and I slept in a lonely hut (we had drunk alcool).  
Suddenly some soil fell on us, then some water. Although we tried  
hard, we could not find out the cause.",
anger,"I helped my little sister (13 years) learning mathematics.  
Obviously she did not want to understand what I explained and  
started to cry. I grew angry.",
sadness,When my girlfriend told me that she wanted to leave me.,
disgust,"On a trip I passed by a cellulose factory. It was a fine day,  
beautiful landscape; I observed this factory with disgust.",
shame,"When I went to a sauna with my father for the first time (I was  
16). When I entered the sauna naked, I felt ashamed for a short  
time.",
guilt,"I came home from a discotheque at half past four in the morning,  
although I had promised my parents to come home at midnight. From  
3 a.m. I felt guilty towards my parents.",
joy,A friend I had missed very much came to see me unexpectedly.,
fear,"On my way through lonely streets I met with a huge stray dog. It  
stopped at some distance and looked at me. I tried to ignore it  
but I was very frightened.",
anger,"A friend of mine tried to persuade me to go at her place to act  
as a model because she felt too tired. It was a quarter of an  
hour before the appointed time, I had just lied down and did not  
want to go because it was too late anyway. She said that I only  
was talking about looking for work, but if it was possible I  
would not accept it. I was angry about this unjust judgment.",
sadness,"After I had lived with my boyfriend in a foreign country for half  
a year, I saw that it was impossible for me to stay with him (for  
economic reasons). We separated although I loved him.",
disgust,"In a certain book I read about cruelties and violence in prison  
and souteneur circles; I felt especially disgusted when I read  
detailed descriptions of physical and mental torture of less  
powerful people.",
shame,"When I talked to a psychotherapist for the first time, I started  
to cry; first I talked to him but he did not say anything and  
after a while I was crying.",
guilt,"I went shopping with my mother and sister (17 years old). Mother  
always told my sister what she should buy. Instead of assisting  
my sister in defending herself against mother's interference, I  
just behaved aggressively towards my sister.",
joy,"When I worked as an ""au-pair-girl"" in London, I received a call  
from a good friend who told me that she was in London too and  
wanted to see me. I was very glad - after that call and  
especially when I saw her.",
fear,"It was on St. Claus Day when I was five years old. St. Claus and  
his Devil Servant came to see me. St. Claus' Devil Servant  
rattled with his chain and bowled terribly. I was so frightened  
that my parents had to ask him to leave.",
anger,"A friend called me and told me that she wanted to come and see  
me. She lived in a village at 50 km distance fom my home town.  
Next morning I expected her but she didn't arrive. As I got  
impatient I called her but her parents told me that she had gone  
skiing. I was very angry because I had cancelled an appointment  
to be able to see her.",
sadness,"When I was eight years old my father was run over by a car. When  
I saw his body I was sad beyond words.",
disgust,"A friend prepared a soup with chicken heads and invited me to eat  
it. I saw the eyes staring at me and the tongues hanging out of  
the bills. I was so disgusted that I felt nausea and had to leave  
the room.",
shame,"When I had to go to the gynecologist and to sit on that special  
chair, I felt ashamed.",
guilt,"After a terrible quarrel with my family, I withdrew in my room. I  
felt guilty because I had caused this scene by my aggressive  
behavior.",
joy,"I had the unexpected possibility to see a friend I like very  
much.",
fear,"I was afraid of a certain examination although I was relatively  
well prepared.",
anger,"At the hairdresser's, I got two stains of dyestuff on my new  
trousers. These stains are not removable, so I cannot put on the  
trousers again.",
sadness,"In 1977, my grandfather, to whom I had a very close relationship,  
died.",
disgust,A drunken man forced me to kiss him.,
shame,"A friend started to insult another person without reason and I  
felt ashamed of her behavior.",
guilt,"I had to call somebody between 12 and 12:30. As I had no  
possibility to call him at this time, I did not do it until 3  
p.m.",
joy,"After a one year's stay abroad, I returned home. I was even more  
glad to see how much my family was pleased to see me.",
fear,"I went home all alone from a restaurant. It was dark, I went very  
fast. Behind me, there were some drunk men who shouted at me. By  
chance, I met some friends who accompanied me.",
anger,"A friend who shares the room with me, opened the window in the  
morning and left the room the whole day. When I came home in the  
evening, the room was so cold that I couldn't stay there.",
sadness,"When my aunt, whom I had loved very much, died. When I heard  
about her death, I was not as touched as at the funeral. I really  
became conscious of her death at that moment.",
disgust,"A friend told me how he managed to win the sympathy of as many  
people as possible. He said he first listened to what they said  
and then he tried to only say things they would like to hear.  
He would never express his own opinion. I felt really disgusted  
when he told that.",
shame,"In a restaurant, I made the acquaintance of a boy who always told  
the same things in a very loud voice. I laughed and said to him  
that he always repeated the same things. Some time later I heard  
that he had undergone a complicated brain operation.",
guilt,"After closing the front door I realized that I had left the key  
inside the house. I felt even more guilty since it was not my own  
house but the house of people I hardly knew.",
joy,"On our way to France, my girlfriend and I went to Verona. By  
chance we met an Italian couple - they gave us two tickets for  
the dress-rehearsal of ""Aida"". It was a different world for us  
full of fascination. After the representation we ate a phantastic  
pizza in a restaurant near the ""Arena"".",
fear,"On a mountain tour, my girlfriend and I passed by an inn. Near  
the house there was a big dog which began to follow us. As my  
girlfriend is afraid of dogs, I had to draw his attention to me.  
He jumped towards my shoulders and wanted to play with me but I  
really did not like that.",
anger,"I arrived in Vienna in the middle of the night. I asked for some  
silly information - as I realized myself afterwards - and the inquiry   
clerk reacted in a very arrogant manner.",
sadness,"I had to leave my girlfriend for 4 weeks because of my studies.  
This happens frequently. The last 24 hours before my departure  
are always very depressing.",
disgust,"When I stayed in the house of friends, I washed my face and  
wanted to dry it with a towel. This towel seemed to have been  
used over a long time already. It smelled indefinably awful.",
shame,"A friend of mine has not very much money. Therefore, once I  
stayed with him and his girlfriend, I bought some meat, but nobody  
wanted to go and prepare it for dinner. My friend said ""I thought  
you wanted to invite us for dinner"". ""Of course"", I said, but I  
thought by myself that it must have been enough that I had bought  
it.",
guilt,"It happened when I still went to school: I got closer to a girl  
but I considered it only as an ""affair"". Only much later I realized  
how painful this must have been for the girl.",
joy,"When I was informed that a short story I had written had been  
accepted for publication.",
fear,"Some friends and I were crossing a street when one of my friends  
was seized by a car and thrown aside. I had seen the car coming  
in our direction but I did not have enough time to react and  
prevent the accident.",
anger,"I wanted to clear up a misunderstanding with a friend that I had  
caused. A third person meddled in our conversation, turned my  
efforts to ridicule so that I did not succeed in what I had  
intended.",
sadness,Death of my grandmother.,
disgust,"In school I had difficulties mith mathematics. When I had to work  
for an examination, I really felt disgusted.",
shame,"I played in a stage play. Suddenly, in front of 200 people, I  
could not remember the words I had to say.",
guilt,"One night I did not come home without telling my parents and I  
did not want to speak about it afterwards. My mother cried. I had  
a bad conscience and felt guilty.",
joy,After 3 weeks I saw my girlfriend again.,
fear,"One evening, in the tramway, I was afraid of two drunk men  
molesting my girlfriend and me.",
anger,"I went singing with a group of young people on January 6th (The  
three Magi), a local custom called ""star singing"". One of the girls, my  
girlfriend, broke the star. Being the accompanying person, I felt very  
angry thinking of the consequences.",
sadness,"When the grandmother of my friend died in a hospital. My friend  
was crying and I was sad, too.",
disgust,"I saw a physically handicapped young man whose spittle ran out of  
his mouth while speaking.",
shame,"It was in a group situation: suddenly it was my turn to say something, 
but I felt that I was not able to express myself very well - I felt  
ashamed and blushed.",
guilt,"My girlfriend's results in school had become worse because I  
prevented her from learning (we often went out etc.).",
joy,"I went shopping with my parents - my father payed everything for  
me, I was very glad.",
fear,"When I was a child, I heard the floor cracking and I thought  
there was a burglar in our house; I hid under the blanket and  
trembled.",
anger,"During a lecture, a colleague who did not know anything about the  
subject, got on my nerves asking silly questions.",
sadness,"When my grandfathers died and I realized how much I would miss  
them.",
disgust,"During a football game, another player who was perspiring very  
strongly ran into me.",
shame,"I tried to pass an examination particularly well, but I did it  
worse than ever. I felt ashamed.",
guilt,"During the military service, I lost a part of an equipment; I  
accused another person and he was rebuked and punished.",
joy,"At a choral concert I appeared as a solist. The concert5 was very  
good, I forgot all the hard work that had been done before. There  
remained only an undescribable joy and a feeling of warmth,  
security etc.",
fear,"I am a ""cantor"" - I sing psalms in church. Several weeks ago I  
had to sing too, but the organist did not tell me in time. As I  
did not know the psalm, I was afraid and said that I could not  
sing.",
anger,"During the Christmas holdidays I wanted to invite my brother, his  
girlfriend and their child for dinner. When I said to my  
brother's girlfriend that I would like them to come at my place  
for dinner, she refused and never mentioned it again as if I  
had never asked her.",
sadness,"Several years ago my brother died in an accident. When I heard  
about it, I was very sad. It took years until I resigned myself  
to it.",
disgust,"I read a book about the situation in South-Africa, about the  
terrible violations of human rights. I was disgusted with the  
white population.",
shame,"My P.T. instructor also works as a masseur. He wanted to massage  
me, therefore I had to undress. For the first few times this was  
not easy for me; I got gradually used to it.",
guilt,"Some time ago I took the driving test. I did answer the  
theoretical questions very well, but I failed the practical  
driving test. It was my fault because I had not enough practice.",
joy,"When my brother came back home after staying in hospital. He had  
undergone an operation which had been a matter of life or death.  
When he came home I could see him smile for the first time after  
may weeks.",
fear,"After a short stay in Marocco we missed the ferry-boat back to  
Spain and we had to look for an accomodation. By chance we met a  
man who offered to take us to a camping site. While I was sitting in his  
car I was terribly afraid because I had heard of people being  
robbed in Marocco.",
anger,"After an exhausting day I came home and wanted to take a bath to  
relax. My father wanted to take a bath first and when he had  
finished after an hour, there was no hot water left for me.",
sadness,"I met some nice people during my holdidays. When they left I knew  
that I would never see them again.",
disgust,"A drunk man attacked his wife and wanted to humiliate her by  
insulting her. Then he turned violent and started to beat her in  
front of her child. She left it happen without saying a word in  
order not to make things worse. I watched the scene and tried to  
calm the man, but without success. Just because he was stronger  
we had to comply. From that day I detested him.",
shame,"For a medical check-up, we - boys and girls - had to take off our  
clothes with the exception of our underwear. Then we had to go  
into another classroom where older pupils were sitting and  
staring at us.",
guilt,"I allowed my little brother to clean the bathroom in his own way.  
My mother came and saw the floor overflowed with water, slapped  
my brother in the face and told him to go to bed immediately.",
joy,"One day I did not feel very well and I wanted to talk to  
somebody. A friend invited me for dinner and I was very glad.",
fear,"I was driving my car and it was very misty. It was in the night  
and I was alone in my car. I felt totally insecure, nervous and  
overstrained.",
anger,"My mother treated me unjustly as if I was a little child. I said  
mean things. I was unable to defend myself adequately.",
sadness,"When my uncle died whom I had loved very much. I was very sad and  
I felt totally helpless.",
disgust,"I watched the news at the TV, it was a commentary about  
""Hainburg"". I felt disgusted when I heard members of the union  
speak about the situation.",
shame,"I took the tram without paying. There were many people around me  
when I was caught by a controller. I felt ashamed but also angry.",
guilt,"I behaved in a nasty manner towards a friend, I said things which  
I could have said in a more friendly way. After that I felt  
guilty.",
joy,"A friend of mine often had difficulties with her parents. Once  
she had a child she had a better relationship with them.",
fear,"Once our school class went skiing. On a steep slope a boy  
standing behind me lost his balance, fell down and drew me with  
him. I slided down the whole slope. At about 1 m distance from a  
tree I could stop.",
anger,"It happened in a tram: some older people started to grumble about  
the young people just because I had not immediately left my seat  
to them.",
sadness,"When I was younger I was very good in apparatus gymnastics. I  
always won in competitions, but once I was only at the fourth  
place.",
disgust,A friend was assaulted by a young man on her way home.,
shame,Some men were talking about me and my sister.,
guilt,"During my holidays I had a boyfriend who turned away from me  
outwardly. Therefore I danced with another man and raised certain  
hopes in him. After a while I had to explain to him the  
circumstances",
joy,"I received a letter and a Christmas present from a person I had  
not seen for two years.",
fear,"I was at home alone and my mother had asked me to heat the house.  
I put too much fuel into the stove. It began to glow and there  
was a noise in the whole house as if it was going to explode.",
anger,"At the end of my holiday job I got less money than was due to me  
and nobody mentioned anything about that.",
sadness,"My little cat which I had raised all by myself, hanged itself when  
playing in the garden.",
disgust,"At school a classmate who was a very good pupil had to help  
another boy who performed less well. He told him on purpose the  
wrong things so that he had to repeat a year.",
shame,"When I was a child I played my mother a nasty trick to make her  
feel hurt.",
guilt,"I had promised my friend to take her to an important appontment  
but I was late. So she missed the opportunity to get a wellpayed  
holiday job.",
joy,"I have a boyfriend and I am very fond of him. When we had our  
""11-months jubilee"", I had forgotten it. But he gave me a red  
rose.",
fear,"When I was a child I was afraid of big dogs. One day when I came  
home a big dog was laying in front of our door. I was so  
frightened that I did not dare to enter the door and I waited  
until somebody passed by.",
anger,"I share my small flat with my friend. On her birthday we could  
not see each other until evening because we had to stay at the  
University all day. In the evening I left a lecture before it  
finished to be able to buy flowers for her. When I was at home  
she called me to tell me that she would stay the night with her  
boyfriend.",
sadness,"When I was a child I had a grass-parakeet I liked very much. His  
legs were crippled so that he could not move very fast. Once I  
came into the room, did not notice him and stepped on him. A few  
days later he died.",
disgust,"When I was younger I often saw my father come home drunk (he had  
big problems at that time). Once he woke me up in the middle of  
the night and shouted at me.",
shame,"At school I was bad in mathematics. Although my teacher had  
admonished me to do my homework, one day I had forgotten to do  
it. When my teacher noticed it, I blushed and was ashamed to be  
rebuked in front of the other pupils. 
",
guilt,"When I was a child I often quarrelled with my younger sister.  
Once I became so angry that I slapped her in the face. She cried  
and shouted so that my mother came in and scolded me.",
joy,"After a weekend at a seminar I saw my husband again. I hurried  
home hoping he would be there. We embraced - I enjoyed feeling  
his body.",
fear,"One evening I stayed at home all alone. As we lived on the ground  
floor, I was often afraid of burglers.",
anger,"One day, when riding on a bicycle path, a car coming from the  
opposite direction forced me to get off my bike although I had  
the priority.",
sadness,"My father died unexpectedly at the age of 53 years. He certainly  
would have liked to live longer. I was also said because I was  
confronted with the fact that I would die one day too.",
disgust,"One day, when I was twelve years old, my brother took some slimy  
substance swimming on the surface of a pot of vinegar made of  
cider and threatened to throw it at me.",
shame,"When I was ten years old a classmate laughed at me because I had  
told him that my father had retired.",
guilt,"I felt guilty because I had not accomplished a thing as well as I  
had wanted to.",
joy,A party with friends on New Year's Eve.,
fear,"When I was hitch-hiking and I went with a man who drived like a  
madman.",
anger,"I was in ""Hainburg"" in December and I was angry about the  
politicians and the police.",
sadness,"I met again a very good friend after a year and realized that  
there had grown a certain distance between us.",
disgust,"When I listened to a conversation of friends talking about the  
power of money.",
sadness,When my grandmother died - at her funeral.,
disgust,"I read about a monk who had been murdered and put into a barrel  
which was filled with blood of pigs.",
shame,"I went for a walk with a very close friend; we were talking about  
our problems, I told her lies.",
guilt,"I had to tell a collegue the time for an appointment with another  
collegue. I told her the wrong time - it was obviously my fault.",
joy,"I went to buy a bicycle with my father. When I wanted to pay, my  
father took his purse and payed.",
fear,"My mother had fallen down from a ladder when she had been  
gathering cherries. Her back was hurt. Just when I arrived, I saw  
people of the life-saving service giving her medical care.",
anger,"I was waiting behind a car which was going to leave the parking  
place, because I wanted to park my car there. Because of uncoming  
traffic I had to wait for a short time - another driver placed  
his car on the place.",
sadness,My partner left me after we had been together for a long time.,
disgust,"At a discussion a friend took a ""faschistic view"", what I had not  
expected.",
shame,"At a weekend's seminar my trousers suddenly burst, therefore I was  
prevented from participating in several activities.",
guilt,"When I was driving my motorbike I went into a bend incautiously  
and fell down. I was slightly hurt, the motorbike was slightly  
damaged.",
joy,"Before Christmas I got to know a girl but our relationshop could  
not consolidate before the holiday. Therefore it was a big  
surprise to get a carefully hand-made present from her. - Our  
relationship grew closer.",
fear,"When I was a child, I fell into a cellar (when playing) and could  
be freed only with big difficulties.",
anger,"I was angry about several drivers who showed an aggressive and  
dangerous driving habit.",
sadness,"When my grandmother died. I had a very deep relation to her (I  
lived with her for several years).",
disgust,"Some time ago a girl tried to make me up without any action of my  
part. She used all possible means. Although I behaved refusingly  
she did not give up for a longer time.",
shame,"When I went to the sauna for the first time and there were men  
and women.",
guilt,"When I was parking my car I was not cautious and bumped into  
another car. I caused considerable damage. The driver of the  
other car was very angry and I let him insult me because I felt  
guilty.",
joy,"A person whom I had not seen for a long time called me and  
invited me for a party.",
fear,"When I was walking on the street, a group of drunk, bawling young  
people approached.",
anger,"When I was house-hunting: Another person got a flat that I would  
have liked, too, because he heaped a floot of words on the  
letter.",
sadness,When my grandmother died.,
guilt,"When I shoplifted a pair of earrings from Coles and my Mum caught  
me with them in my bag.",
joy,"When my mother was tremendous on the phone and we talked for  
hours. She was in a good mood.",
fear,"When I saw a good male friend unexpectedly after a year, as I've  
just returned from overseas. I was feeling tired, looking a mess,  
and nervous.",
anger,"When I wanted to talk to someone I liked and whom I have been  
told likes me (by his brother and even by himself) however he  
avoids any confrontation, and is vague.",
sadness,"After having left the company of someone who gave me a lot of  
support and made me laugh, found myself alone for days on end.",
disgust,"When a boy had continued to use foul language and swearing in  
front of a group of my friends.",
shame,"When I was about seven or eight I was caught having stolen a  
doll's dress from my next-door neighbour.",
guilt,"Feeling guilt after greed, buying chocolate and pigging out to  
the point of feeling sick, especially as I am fat.",
joy,When planning to marry.,
fear,"No really strong such emotion. Just falling off to sleep when I  
caught sight of a 5 cm diameter spider crawling onto the pillow  
beside me.",
anger,"My feelings towards would-be in-laws for their participation in  
recent broken relationship.",
sadness,"Recent break-up of seriors long-term relationship, helped along  
by would-be  in-laws.",
disgust,"No very strong such emotion. Treatment of my sister by her  
dancing instructor - he is a ""user"", i.e., takes advantage of her  
good nature.",
shame,"After failing a second attempt at Med 4, following a number of  
difficult personal circumstances.",
guilt,"Failure to complete medical course as a result of failing fourth  
year twice.",
joy,"When Wayne and Sue (close friends) were announced our guardians  
at ther wedding.",
fear,"Car accident nearly occurred between us and drunk driver coming  
in opposite direction it missed us by approx 1 m and collided  
(after rolling twice midair) into nearby scrub.",
anger,When boyfriend lied to me.,
sadness,When my boyfriend took me to his father's grave.,
disgust,"On boat trip - saw mother giving young child (aprox 6-7 years)  
cigarettes.",
shame,When harassed by this boy - it was sexual (refer to GUILT).,
guilt,"When in grade 3, late home from school every day for weeks  
because of harassment from a grade 7 boy I lied to mother about  
why I was home late.",
joy,Getting a part-time job.,
fear,"Small car accident. Black ice on the road - cars in front of us  
started zig-zagging and so did we. Car in front did a 180¦ turn we  
followed and ended up in a gully.",
anger,People hunting animals.,
sadness,"When my grandfather was sick, and died I felt more sad, though,  
when he was sick.",
disgust,People spitting in railway stations.,
shame,Falling over.,
guilt,"Eating too much I felt guilty afterwards because I knew I  
shouldn't have overeaten as I'm putting on too much weight.",
joy,"When my last year's second semester results came through - I was  
ecstatic.",
fear,"I was sleeping in my room but woke in the middle of the night to  
think I could hear noises and see shadows moving. I felt that  
someone was in the house.",
anger,"At school, a couple of years ago, a so-called acquaintance told lies  
about me to a teacher I was told about it by friends who overheard  
the conversation.",
sadness,"My grandfather died. He lived almost as a recluse not caring for  
himself as well as he should - Dad and we all helped as much as  
we could, but it didn't save him from himself. It was an  
unexpected death. His second de facto wife was lucky she wasn't  
jailed.",
sadness,"In my penultimate job I was responsible of a sections with  
several employers, after several years of dedication I was  
dismissed by a new chef, saying that I was incompetent.",
disgust,"I assisted to a scene where the police attacked a person that  
didn't have his documents. The savagery was too much, and the  
attacked person bleeded to much.",
shame,In a party of friends I got completely drunk.,
guilt,"Once in my homes yard, I was plaing football with my cousin and  
in a certain quick the ball went on uncontrolled putting down a  
bird-cage, killing it.",
joy,"When I get something that seemed very hard like getting a job, a  
boyfriend, etc. A specific sutuations, was when I started to date  
a boy whom I liked for a long time.",
fear,When I had to assume a position which I didn't expect.,
anger,"When I was dismissed unjustly from the firm where I worked,  
because there where persons that didn't have problems, and  
wouldn't miss in the jobs they occupied if they were dismissed.",
sadness,"I felt very sad when I had to give up something that by right was  
mine and although I didn't get it, a kind of suvenir that people  
don't give you the right to have.",
disgust,"The acts of brutal violence in generally disgusts me. Fights,  
phisical aggrssion, etc.",
shame,"I felt ashamed when in a certain occasion I had to read a text  
and didn't stop stuttering.",
guilt,When I was reproved eighth grade of high school.,
anger,"When I talked with a teacher yesterday who, to say the least, was  
rude and unwise and had irrelevant opinions about a friend.",
sadness,The loss of the woman who loved me most till today.,
disgust,"In a sexual experience with an unknown woman where after the  
sexual act I only could go away without looking backwards.",
shame,"When I wanted to kiss a friend and didn't succeed, I felt shame.",
guilt,"On a telephone talk where I was agressive and stupid without the  
least, reason or better motive.",
joy,"When I succeed in writing something I felt and doing it I felt  
well and very happy for being able to express to myself something  
that was suffocating me.",
fear,When I crashed my car.,
anger,"When in a difficult moment I couldn't express myself correctly  
and my thought came out with distortions bringing about highly  
negative and distorted results.",
sadness,"When I heard about the death of somebody I liked very much and I  
was not present either to see the person or to try to share my  
emotions with other friends.",
disgust,"When I saw a woman subjugated by money and not being able to hide  
how she hated herself for not having the will power to get out of  
such a situation because it was convenient, according to what she  
told me.",
shame,"When somebody suddenly said something (about me) at a wrong  
moment and I didn't agree (at that exact moment I was needing an  
extremely positive word).",
shame,When my mother surprised me while masturbating.,
guilt,"I forgot to water the flowers in our flat and was rebuked by my  
friends who share the flat with me.",
joy,"After my final examination at school I was glad that the  
examination was over and that I had passed it.",
fear,"When I was a child, I had a nightmare. At that time, I was not  
yet able to tell anybody about it, so I was very frightened. I  
could not explain myself all that and I had to deal with it by  
myself.",
anger,"I was angry with a person who behaved terribly at a ball  
offending her relatives.",
sadness,"When my grandfather died. When I heard about his death, I had a  
bad feeling in my stomach and I felt as if I had lost something  
very precious.",
disgust,My brother caught a spider and let his frog eat it.,
shame,"Once I spoke without thinking very much - it was quite a  
nonsense.",
guilt,"I was not sure whether I should help an old woman going down a  
flight of stairs. I just watched her and saw how difficult it was  
for her to do it.",
joy,"For about one year I had a rather bad relation with my father.  
Last Christmas Eve he invited me to stay withhim and I was very  
glad about it. It was a fine evening.",
fear,"I live outside Graz - so I have to go by bus. One day I went home  
from the bus stop alone. It was dark, I had to go through a  
forest and there was a dark figure behind me. I was very  
frightened.",
anger,"My sister had promised to help me to do a translation from  
English into German. But the day I needed her she told me that  
she was busy - I was very angry.",
sadness,"Several years ago my mother died. She had been ill for a long  
time, but nevertheless her death came unexpectedly. I did not and  
I still do not want to believe that it is true.",
disgust,"I have a horror of spiders and snakes. On a walk through the wood  
I saw the body of a slow-worm (without the head).",
shame,"I came home from a party rather drunk. I said things I would  
never have said normally. Next morning I was terribly ashamed  
about what I had said.",
guilt,"An accident happened to my little cousin because I had not taken  
enough care of her. She fell on the floor and her hands were  
hurt.",
joy,"I had a little cat which was very sick. As I liked it very much I  
went to a veterinary with it. He told me how to tend it and it  
really recovered its health. Everybody said that I had saved its  
life.",
fear,"When I was a child, I had a terrible nightmare with St. Nicholas'  
Devil Servant. I asked my mother if he really existed and she  
said yes. The following nights I could not sleep and a  
light had to be left turned on.",
anger,"As I usually do not start learning until a short time before an  
examination,, I once made up my mind to try to work for a longer  
time. But once again I did not do it - and got a bad mark.",
sadness,"A friend told me about his cousin who is my girlfriend. He said  
she had treated him in a mean and nasty way. I was surprised  
because in front of other people she had always treated him in a  
friendly way. I am very sad about it.",
disgust,"I went out with my sister, her boyfriend and his friend. I did  
not like this young man. But suddenly he overcame me and kissed  
me. He was very strong so that I could not defend myself.",
shame,"During the oral part of my final examination I made a mistake in  
speaking so that all the teachers laughed at me.",
guilt,"There was a time when I did not get on well with my sister. I  
always grumbled at her and said bad things about her to my  
mother. So my mother always scolded her.",
joy,When I passed my final examination at school.,
fear,"When I was on a cave excursion with friends, I suddenly lost them  
and was afraid of losing my way in the cave.",
anger,When I felt being treated unjustly by a teacher.,
sadness,"When my grandmother died; I had a stronger relation to her than  
to my mother.",
disgust,When I was molested by an old drunk man.,
shame,When I had a Latin examination in school.,
guilt,When I had drunk too much and nearly got an alcohol poisoning.,
joy,"When I met my girlfriend again in another town after a long  
separation.",
fear,"When I went home alone early in the morning, I had to go through  
a wood.",
anger,"A friend was unpunctual, we wanted to prepare ourselves for an  
examination.",
sadness,When my grandparents moved to another part of the town.,
disgust,"At the butcher's I saw an animal which had just been slaughtered;  
blood was dripping on the floor.",
shame,"In school I was very bad in running long distances and my  
class-mates laughed at me for this reason.",
guilt,"I had to take care of my little brother. When I met a friend I  
did not pay attention to him for a certain time and he was hurt  
while he was playing.",
joy,"On my birthday, an old friend of mine sent me a card. I had not  
met him for a year and I was very glad that he had thought of me.",
fear,"Once I spent a night with a friend at the secondary school. We  
told each other horror stories and suddenly we heard uncanny  
noises. I was terribly frightened.",
anger,"When we still attended school, my brother and I usually went to  
see our aunt and to show her our term's report. She rewarded us  
with money. Although my reports were as good as my brother's, he  
got more money.",
sadness,"My friend was pregnant, but lost her child during the second  
month. I went to see her at hospital - she was crying. I felt  
very sorry for her.",
disgust,"When I attended school, our class visited an institution for  
mentally and physically handicapped persons. Although I tried to  
control my feelings, I was disgusted.",
shame,"After a party I spent the night with a friend. We both were  
drunk, the morning was disillusioning. A friend was me leaving  
the room and I felt shabby and immoral.",
guilt,"I had to take care of a neighbour's child. I did not look after  
it all the time and the child fell down and was hurt. I felt  
guilty.",
joy,"A very good friend of mine had been away for three months. When  
we met again, we ran up to each other and embraced.",
fear,"One evening my father told me to go into the cellar and get him a  
beer. I was terribly frightened at the idea of a man sitting in  
the cellar and assaulting me. For my defence I took an empty  
bottle with me.",
anger,"I had stolen a bottle of rum from a person who knows me well. He  
threatened to call the police if I did not pay 500 Shillings.",
sadness,"When my uncle died I saw a funeral for the first time. All people  
stood around the open grave and cried.",
disgust,"At a party I met a girl who drew me to her, told me some nonsense  
and always wanted to kiss me.",
shame,"I put my head into the pullover of a girl to see her breasts. The  
girl looked at me so that I felt ashamed.",
guilt,"My uncle had promised to buy me a bicycle. As time went by and I  
had not received it yet, I asked my father to buy it for me.  
Later I heard that my uncle had wanted to offer me the bicycle on  
my birthday two weeks later.",
joy,"Several days after my final examination at school, I was sitting  
in an airplane on my way to Greece. I enjoyed that moment very  
much.",
fear,"One night I was lying in my bed awake but I had my eyes closed. I  
saw figures with terrible faces and black frocks bending over me  
and touching me. I opened my eyes but I could still see them. I  
had the feeling that somebody was in the room. It was terrible.  
Only when I turned on the light I was able to go to sleep.",
anger,"I had arranged with a friend to go with him to Carinthia by car.  
We had arranged a place where to meet. I was a bit late and my  
friend had left already. I had no money to go by train. I nearly  
started to cry because I was so angry - it was very important for  
me to go to Carinthia.",
sadness,"Our dog had to be shot because he had killed a roe. I liked him  
very much and so I could not resign myself to that. I hated the  
hunter who shot him.",
disgust,"I was sitting in a station-hall and watching a lavatory  
attendant. She was very dirty. She started to eat something out  
of a dirty cup - it must have been something like lard. Then she  
took some breadcrumbs out of the pockets of her apron and ate  
them. I had to leave - I felt like vomitting. ",
shame,"I had to go to the doctor's because of a veneral disease. I told  
the doctor that I must have been infected by my boy-friend. This  
was not true, but I was ashamed to tell the truth.",
guilt,"When we were playing, I hurt my little sister, but towards my  
mother I did not admit that it was my fault.",
joy,"My neighbour was not able to set his car in motion because it had  
snowed heavily. I helped him - he was thankful and invited me.",
fear,"I was skiing with friends and they wanted to ski-jump. I did not  
want to be left behind, so I braced myself and followed them.",
anger,"At an examination I got a bad mark just because of a small  
mistake. When I went to the lector and wanted to talk about that,  
he did not listen to me but sent me away.",
sadness,"My cut was run over by a car. After searching for a long time I  
found her lying in a kerb. I was rather shocked and angry with  
the driver.",
disgust,"When I watched a report about El Salvador on TV, I saw people who  
had been murdered by terrible methods.",
shame,"At a cross-country race I wanted to take a short-cut (which is  
not allowed). I was caught and disqualified. All my friends had  
observed that.",
guilt,"During a discussion I reacted very aggressively and so I made it  
impossible to continue discussing.",
joy,"On my birthday I got a present that I had desired for a long  
time.",
anger,"When I am discussing something with a person and I realize that  
the other person is thinking over her own argumentations instead  
of listening, I become angry.",
sadness,"When we were on holidays my girl-friend had to leave me after 4  
weeks and I had to stay in Turkey for some more weeks because I  
had a job there.",
disgust,"I studied medicine for several semesters. I was always disgusted  
when we had the dissecting-course. I cannot understand why some  
persons like this course.",
shame,"Some time ago we had a tournament in our tennis-club. For  
tactical reasons I was chosen to play against a much weaker  
player than I am. Although it would have been enough simply to  
win the game, I defeated him extremely. This would not have been  
necessary.",
